Time (s)	Shear rate (1/s), Domain Probe 1
0.045416	1947.4
0.045418	1947.6
0.045423	1948.1
0.045432	1949.2
0.045436	1949.7
0.045438	1950.0
0.045443	1950.5
0.045452	1951.5
0.045456	1952.1
0.045459	1952.3
0.045463	1952.8
0.045472	1953.9
0.045490	1955.8
0.045499	1956.9
0.045504	1957.4
0.045512	1958.4
0.045530	1960.3
0.045539	1961.4
0.045541	1961.6
0.045543	1961.8
0.045547	1962.2
0.045556	1963.2
0.045574	1965.1
0.045583	1966.1
0.045584	1966.4
0.045587	1966.5
0.045591	1967.0
0.045600	1968.2
0.045605	1968.6
0.045607	1968.8
0.045611	1969.3
0.045620	1970.2
0.045625	1970.7
0.045634	1971.7
0.045652	1973.5
0.045688	1977.1
0.045706	1978.9
0.045741	1982.5
0.045813	1990.0
0.045957	2004.5
0.045975	2006.4
0.046011	2009.2
0.046011	2010.9
0.046015	2675.3
0.046020	2010.1
0.046029	2011.1
0.046033	2011.5
0.046042	2012.3
0.046060	2013.9
0.046069	2014.8
0.046087	2016.4
0.046123	2019.4
0.046141	2021.0
0.046177	2024.0
0.046249	2030.5
0.046285	2032.8
0.046357	2039.3
0.046392	2041.3
0.046464	2045.8
0.046608	2055.3
0.046626	2056.3
0.046635	2057.4
0.046653	2058.1
0.046689	2060.3
0.046707	2061.5
0.046743	2063.8
0.046761	2064.9
0.046797	2067.0
0.046868	2071.1
0.046877	2071.9
0.046895	2072.7
0.046904	2073.6
0.046905	2073.8
0.046908	2074.0
0.046912	2074.3
0.046914	2074.5
0.046919	2074.8
0.046928	2075.3
0.046946	2076.0
0.046982	2077.6
0.047054	2080.9
0.047063	2081.6
0.047081	2082.3
0.047116	2083.6
0.047116	2085.4
0.047119	2084.4
0.047121	2084.2
0.047125	2084.4
0.047133	2084.7
0.047149	2085.2
0.047181	2086.3
0.047246	2088.7
0.047278	2089.8
0.047343	2091.9
0.047472	2095.4
0.047537	2096.3
0.047545	2096.9
0.047561	2097.2
0.047594	2097.5
0.047610	2097.9
0.047612	2098.3
0.047616	2098.6
0.047624	2098.8
0.047640	2099.0
0.047672	2099.4
0.047688	2099.8
0.047721	2100.2
0.047785	2101.2
0.047915	2102.7
0.047931	2103.1
0.047963	2103.6
0.047996	2103.3
0.048060	2103.6
0.048190	2102.3
0.048206	2102.5
0.048206	2105.8
0.048211	2102.2
0.048215	2102.8
0.048224	2102.8
0.048243	2102.4
0.048279	2101.8
0.048351	2100.5
0.048353	2101.5
0.048358	2101.2
0.048367	2101.1
0.048385	2100.5
0.048421	2099.6
0.048494	2097.9
0.048530	2097.0
0.048548	2096.6
0.048584	2095.9
0.048657	2094.1
0.048693	2092.9
0.048765	2090.7
0.048910	2086.7
0.048928	2086.1
0.048965	2083.7
0.049001	2082.2
0.049019	2081.5
0.049021	2082.0
0.049026	2081.9
0.049035	2081.6
0.049053	2080.5
0.049055	2080.8
0.049060	2080.6
0.049069	2080.2
0.049087	2079.2
0.049123	2077.2
0.049141	2076.3
0.049177	2074.3
0.049196	2073.4
0.049232	2071.3
0.049304	2066.9
0.049313	2066.8
0.049313	2069.3
0.049322	74186
0.049324	2125.1
0.049328	2102.7
0.049336	2090.1
0.049351	2085.6
0.049382	2081.3
0.049443	2075.2
0.049445	2072.3
0.049449	2069.4
0.049457	2994.9
0.049472	2068.3
0.049503	2065.0
0.049564	2060.4
0.049595	2058.4
0.049656	2053.8
0.049658	2052.6
0.049659	2051.5
0.049661	2050.8
0.049665	2049.7
0.049672	2048.5
0.049676	2047.8
0.049684	2046.8
0.049688	2046.2
0.049689	2046.0
0.049693	2045.5
0.049701	2044.7
0.049702	2044.7
0.049704	2044.4
0.049708	2043.9
0.049715	2043.2
0.049719	2042.9
0.049727	2042.2
0.049742	2041.3
0.049744	2041.1
0.049748	2040.6
0.049756	2039.8
0.049771	2038.6
0.049773	2038.5
0.049774	2038.4
0.049776	2038.2
0.049780	2037.8
0.049787	2037.1
0.049791	2036.8
0.049799	2036.1
0.049803	2035.8
0.049810	2035.1
0.049826	2034.0
0.049833	2033.4
0.049837	2033.0
0.049839	2032.8
0.049843	2032.4
0.049851	2031.8
0.049854	2031.4
0.049862	2030.8
0.049877	2029.6
0.049885	2029.0
0.049889	2028.6
0.049897	2027.9
0.049912	2026.7
0.049920	2026.0
0.049935	2024.7
0.049966	2022.0
0.050027	2016.8
0.050035	2016.4
0.050050	2015.0
0.050081	2012.0
0.050142	2006.3
0.050150	2005.8
0.050165	2004.2
0.050173	2003.4
0.050188	2001.7
0.050219	1998.9
0.050234	1997.2
0.050265	1994.1
0.050280	1992.6
0.050288	1991.7
0.050291	1991.3
0.050299	1990.5
0.050314	1988.9
0.050345	1985.7
0.050406	1979.1
0.050406	1980.9
0.050410	1982.6
0.050414	1979.6
0.050421	1978.5
0.050434	1976.5
0.050441	1975.8
0.050445	1975.4
0.050452	1974.6
0.050465	1973.0
0.050472	1972.3
0.050476	1971.9
0.050478	1971.7
0.050481	1971.4
0.050488	1970.6
0.050502	1969.1
0.050529	1966.1
0.050585	1960.0
0.050612	1957.0
0.050626	1955.6
0.050654	1952.5
0.050709	1946.2
0.050819	1933.2
0.050823	1933.8
0.050830	1932.4
0.050836	1931.4
0.050850	1929.7
0.050857	1928.9
0.050871	1927.3
0.050899	1923.5
0.050912	1921.9
0.050940	1918.4
0.050954	1916.7
0.050981	1913.2
0.050995	1911.5
0.051023	1908.0
0.051078	1900.4
0.051085	1899.9
0.051099	1897.9
0.051126	1894.0
0.051182	1886.5
0.051209	1882.6
0.051264	1874.9
0.051292	1871.1
0.051306	1869.0
0.051307	1868.9
0.051311	1868.3
0.051318	1867.2
0.051321	1866.8
0.051323	1866.6
0.051326	1866.1
0.051333	1865.1
0.051337	1864.6
0.051339	1864.4
0.051342	1863.9
0.051349	1862.9
0.051352	1862.5
0.051354	1862.2
0.051355	1862.1
0.051357	1861.9
0.051357	1861.7
0.051359	1861.5
0.051363	1861.0
0.051370	1860.0
0.051373	1859.5
0.051375	1859.3
0.051378	1858.8
0.051385	1857.9
0.051399	1855.8
0.051406	1854.9
0.051409	1854.3
0.051416	1853.4
0.051430	1851.3
0.051458	1847.3
0.051471	1845.4
0.051478	1844.5
0.051492	1842.4
0.051520	1838.2
0.051520	1842.0
0.051532	2212.0
0.051543	1839.0
0.051567	1833.3
0.051570	1832.9
0.051576	1831.6
0.051579	1831.0
0.051585	1829.9
0.051597	1827.9
0.051620	1824.1
0.051623	1823.9
0.051629	1822.7
0.051632	1822.3
0.051638	1821.3
0.051650	1819.3
0.051674	1815.6
0.051686	1813.9
0.051709	1810.1
0.051721	1808.3
0.051745	1804.4
